"","larval5thinstar_proleg","larval5thinstar_proleg","larval5thinstar_proleg","larval5thinstar_proleg","larval5thinstar_forewing","larval5thinstar_forewing","larval5thinstar_forewing","larval5thinstar_forewing","embryo3hrs_embryo","Earlypupa(3-6hafterpupation)_forewing","Earlypupa(3-6hafterpupation)_forewing","Earlypupa(3-6hafterpupation)_forewing","Earlypupa(3-6hafterpupation)_forewing","Earlypupa(3-6hafterpupation)_antenna","Earlypupa(3-6hafterpupation)_antenna","Earlypupa(3-6hafterpupation)_antenna","Earlypupa(3-6hafterpupation)_T1-leg","Earlypupa(3-6hafterpupation)_T1-leg","embryo3hrs_embryo","Earlypupa(3-6hafterpupation)_T1-leg","Earlypupa(3-6hafterpupation)_T1-leg","Earlypupa(3-6hafterpupation)_eye","Earlypupa(3-6hafterpupation)_eye","Earlypupa(3-6hafterpupation)_eye","Earlypupa(3-6hafterpupation)_eye","larval5thinstar_T1-leg","larval5thinstar_T1-leg","larval5thinstar_T1-leg","larval5thinstar_T1-leg","embryo12hrs_embryo","embryo12hrs_embryo","larval5thinstar_horn","larval5thinstar_horn","larval5thinstar_horn","larval5thinstar_horn","embryo12hrs_embryo","embryo12hrs_embryo","embryo24hrs_embryo","embryo24hrs_embryo","embryo24hrs_embryo","embryo24hrs_embryo","embryo3hrs_embryo","embryo3hrs_embryo"
"hbn",4.1125696177219,3.77328586262907,4.22225220065881,4.48725248661284,4.48816173946408,3.77328586262907,4.24705967300012,4.3448288294622,4.67697340190628,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.99621679772816,4.74940283409743,3.77328586262907,3.77328586262907,5.35653208211171,4.48600373116354,6.27175793653107,4.82346783508133,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.21843012587164,4.52235912068182,5.6707531776,5.22226058861494,4.77921841549646,3.77328586262907,3.77328586262907,4.39657501419389,5.28510605795376,5.68072965537068,4.60947821160078,4.21465147146089,4.84705640730487,5.00262551898712,4.47201631972947,4.95476076534787
"HDAC11",5.87284761257753,6.23558617195443,5.86374649059644,6.0939806496398,6.05811621763943,6.12063677279786,6.01076497803847,5.99599031676429,6.8638779105046,3.77328586262907,6.71578408564592,6.5193241946158,5.27826562578863,6.04887227849586,5.64704851314567,5.99041314493409,4.63166231419389,3.77328586262907,6.81992507021997,3.77328586262907,3.77328586262907,5.96367575279725,3.77328586262907,3.77328586262907,3.77328586262907,6.14101951271887,3.77328586262907,5.54873854478062,5.48871592503288,7.11871607581431,7.95580318663688,5.72820356095817,5.56156422087698,6.04827655017514,5.78135822601723,8.11484986681688,7.8102539906621,6.94546056740244,7.42900761300312,7.22290748745346,7.1558357498235,6.85887059266048,6.6866763402499
"Hey",3.77328586262907,4.09520037264706,3.77328586262907,3.77328586262907,3.77328586262907,4.21767820225723,3.77328586262907,3.77328586262907,4.045874696639,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.83375096580472,4.94136100853913,5.62848899482004,3.77328586262907,3.77328586262907,3.96603157203165,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.51393619534019,3.77328586262907,3.77328586262907,4.15671034272274,4.52833865073035,4.89305969638526,4.06475243239399,3.77328586262907,4.55081029246912,3.77328586262907,4.90473726218759,4.2486266042357,5.04570410162811,5.93237103382272,5.66723856400676,5.80476542069526,4.45380911863045,3.77328586262907
"HGTX",3.77328586262907,3.77328586262907,4.09381422993255,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.36596587584293,4.56554562143416,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.07435231261407,4.63612829154172,4.7249095418632,5.21603296623053,4.93135883069852,4.96522416871016,4.12288223534412,3.77328586262907
"hkb",3.77328586262907,4.09686834656878,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.96716524558762,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.96706082067529,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,6.60072937432982,6.10345127310838,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,6.36289348768443,6.40832971947519,6.66188202084637,6.90888220961659,6.74876141899786,6.79824745934724,4.5606510879938,3.77328586262907
"HLH3B",7.11908565178824,6.97922171446821,6.83407055956361,6.81599644430422,4.01527983732932,4.34209379795952,4.48550069605381,4.78988469316855,3.77328586262907,8.52657918977222,8.66620253911943,8.44331473338299,8.53745088839263,6.9834757087425,5.53226680020205,6.19333529053568,7.29183061722604,7.18763542536845,4.04226571787353,6.82045857927227,7.58614507376865,6.28728636460899,8.06569246455881,6.67740050561084,7.35338174233776,6.73488434789501,6.61295172286452,6.25749353541773,6.53177903470171,6.58641910481235,5.96887493377074,7.47341355393175,7.61436848053769,7.43266509327668,7.51514359328253,6.10425381431002,6.15271186492123,4.51341283934711,4.98524534526406,4.94077358964723,5.17272556090571,3.96939496709822,4.04245817854284
"HLH54F",4.23104651720072,3.77328586262907,4.70338121962473,4.32856686207992,3.77328586262907,4.57682595360805,4.24305442704619,4.30831358733908,5.29646431879981,3.77328586262907,4.7695648514309,4.72200401346401,4.74542813981989,3.77328586262907,3.77328586262907,3.77328586262907,5.55516361502267,3.77328586262907,5.37833785449525,4.69141573647264,3.77328586262907,3.77328586262907,5.01270657534368,4.99885620509388,3.77328586262907,4.65616285810348,3.77328586262907,4.11986231794531,4.48673349771918,4.85984014109589,4.61881661418352,4.41551364534303,3.77328586262907,4.34207703918703,4.10537837835232,5.38813769140704,4.8942195594237,5.87707310395145,6.09244333169852,5.84260105075792,6.10429996550716,5.30249377111258,5.28056992287236
"Hmg-2",9.42858974766123,8.83707540614493,9.51487885078346,9.22754410287979,9.22752433054667,9.00623986703117,9.13747566277605,9.12097575147868,10.0186739293762,9.17566446380368,9.14273520317752,9.34469681337409,9.88518729261227,9.36821454643714,8.38835224994513,8.72815619688437,9.74570274053468,9.79748318966801,9.90210297003205,9.84698516803719,9.61708261295704,8.95511587274177,9.51379928930896,9.72624532119117,9.39867079161421,9.61067437044132,9.78027266552872,9.66239530797482,9.17770837515762,8.97156729212551,8.98423391140243,9.13030368935818,9.20934382993757,9.16589841993882,9.07330765358972,8.85422687142863,8.93042407070653,9.08693479775373,8.98707155026984,9.00822557339615,9.13028928443373,10.067219112557,10.3105663983689
"Hnf4",7.32736529063448,7.40455037710004,7.46784483208323,6.94301493424033,7.38136761208874,7.27932458651289,7.13204937985893,7.0683701201912,7.32115054608209,6.87698365131392,7.06700887287423,6.52171102728892,7.12999997419372,7.20130220911289,7.4418150117657,7.66773596158894,4.97094731677735,5.2418933622713,7.35353489456338,3.77328586262907,5.52714368121764,5.96230476239325,5.83254475889183,5.44384566538063,5.48870309209025,5.19908558511834,4.85559331676396,5.48944154489318,5.58748778593033,6.79631152846486,7.22825449587178,7.6924193707887,7.6650398499258,7.73682142721541,7.68545444942018,7.18864300369593,7.03866845059619,6.85360507142924,6.84335521767008,6.85818061144829,6.81825184736718,7.31134151786922,7.24044991956259
"hng2",6.15145908922812,6.17917236956,6.78572992213192,6.34844832048669,5.84097672150486,5.83028103826263,5.79582339680503,5.90975256812001,5.08928683448787,8.02602008997168,7.29506247931326,7.17051784723368,7.73614317459653,7.12637697433899,7.75635354076552,6.8146020729597,7.66352753908721,7.82855142583922,5.44205388950724,8.30936580065782,7.93105341314939,7.70636197399046,6.93893709555018,7.6375374326779,7.59638971080012,8.39132979118919,8.82652290028209,7.98358731864245,8.3376574647615,7.98873616384912,6.98183720439233,6.80265084601553,6.62231398331843,6.57704856729955,6.90960317349228,7.29188585858456,7.46738738068309,7.4331246178907,6.83263489046262,7.10788756338886,7.06431213207741,5.33556260009677,5.18484924354708
"hng3",9.1229319093692,9.0144503482665,9.13950529746575,9.1111256274376,8.36836623687375,8.53160215907034,8.39857743765302,8.35417132549059,7.92165816774957,7.44836621921911,8.16201622369676,8.06962334404033,7.92497468432438,8.26383703777084,8.13121113312517,8.04608003488805,7.9437707998364,7.90239887934097,7.80409919825887,7.87135024327045,7.87545157150936,7.52990477044119,7.66050611234655,7.75193332666602,7.71824375164375,8.09005662202946,8.15010815964077,8.20831843579747,8.3991501815299,8.23792064430026,8.37094883596817,8.3050556409279,8.35234822802904,8.29860985178534,8.40339818241443,8.52526625486639,8.56272579808856,8.03668884827759,8.57572262818815,8.59045974175039,8.52536955541048,7.78850763219297,7.36534543615935
"Hr3",13.637236844261,14.1481200160268,13.507246917134,13.9660212840023,13.0494816088088,13.0657464846933,13.040203323734,12.903069906122,4.91144437690213,8.10727945189015,7.70442825691435,8.3616311966412,8.08247639238925,7.23623734793745,6.79805910350567,7.55489046288118,6.00779445848697,5.91319597438597,6.99474128604518,5.97328403953429,6.49085391839946,7.4466690616151,6.75382100741155,6.89952025532997,6.49909481885076,10.0479093262217,9.77319107355379,10.8959068222332,10.8119326340924,6.80062704781241,5.89109191939654,11.5232915867919,11.3975866800163,11.4615559993788,11.4807046373633,6.12626348659014,5.97177714030283,8.16801272504939,7.99133333226425,8.49184717280655,9.42550790901839,5.21454263145542,5.12305744948737
"Hr38",4.17380494341869,4.55218265284901,4.4863479312749,4.1717134495277,6.21217215226844,5.9246973095688,5.78855829149663,5.84499801506554,3.96538187073273,11.0708391117325,11.0256606858462,11.2160958779472,11.1646117369206,10.8501447424624,10.6014720944751,10.76287944246,6.97211938953633,7.00708625082706,4.28160111338427,6.80857184395231,7.08816038661295,7.56877088720129,7.80569873432921,7.75725820548711,7.60952656283197,4.50761108505948,3.77328586262907,4.80032051725473,3.77328586262907,4.19008097492471,4.18588652924241,4.3437841165795,3.77328586262907,3.77328586262907,4.20237186823713,4.34819802582299,4.01174320157839,4.52632302670854,4.10310816682223,3.77328586262907,4.44670824014031,3.97058755274361,3.96575743777859
"Hr4",6.23195269486892,6.45999352402387,6.20749155775907,6.21673231845875,6.87455311855259,6.76317875399306,6.83859082668241,6.34487450556342,4.04507943151107,5.99443548298096,5.04639422556594,3.77328586262907,3.77328586262907,5.35411714813795,5.85553256298348,5.23384527380544,3.77328586262907,3.77328586262907,4.72388323978586,3.77328586262907,3.77328586262907,5.04957202451406,3.77328586262907,3.77328586262907,4.89186857449024,4.50775795106182,3.77328586262907,4.66625474111754,4.82197101390758,4.40835630374507,4.44449149000699,6.68276218835323,6.12599463522858,6.54543588395209,6.41606751835804,4.34905335609578,4.35531705287148,4.99768210312233,4.23944998769399,4.27145312030603,4.84105951387781,3.97082577557192,4.20318610484545
"Hr78",8.87589839554587,8.75810400494604,8.52065781608349,8.43638417127778,8.5544368190742,8.61388850677952,8.67073378165475,8.59319289991011,8.3699245833971,9.54728092233518,9.10442650452201,9.66598978949948,9.20887571375214,9.77310176912799,9.67274103242557,10.2518406842089,8.49580394151264,9.08034149622012,8.24843060626448,8.34297612145873,8.30242886616624,8.68208480442812,8.58776706957481,9.06556141326822,8.94087631557799,7.55472968343703,7.54202921797127,7.80494827063469,7.84593492521817,8.76773289762479,8.96410423050821,8.85130748995367,8.83058353730089,9.01060127872916,8.95438825668947,9.16026586715276,9.05299729133257,8.12850049267089,8.76160495197232,8.46319217007526,8.73399119564743,8.15059972251106,8.2167054447791
"Hr96",6.20195561095684,6.20637783610469,6.19419355427169,5.7344107850433,6.43583054188507,6.37908635059486,6.64119601829681,6.49022138401488,6.35587520412012,5.82905827235753,4.68823798405075,4.64243672747874,5.48859721040799,5.11356350557358,5.7847470425973,5.69895526141577,3.77328586262907,4.6444610842068,6.47553706457437,3.77328586262907,3.77328586262907,3.77328586262907,5.44672369259829,3.77328586262907,3.77328586262907,5.75666613323688,5.11224991900977,5.23874165843817,5.04586232768275,5.57177899474924,5.69799738254591,6.85373674238436,6.3915144112335,6.3927447845526,6.29653124832236,6.07953559151447,5.75072956139725,5.65316015411598,5.96379986713922,6.10518947633075,5.93428170243456,6.43789070469076,6.40756928249213
"Hsf",5.93644588580815,5.96474222862968,5.5810560271321,5.20764347068681,7.89811791956325,8.08819955525547,8.13253263207671,7.80923032114802,6.21138572247528,6.54053466658816,5.7331205306575,5.259618773498,6.74758193132448,7.32963583721056,7.3015988535265,6.88006651352324,3.77328586262907,5.00642887052109,6.35018125950858,3.77328586262907,4.53692446451401,3.77328586262907,5.30762579716902,4.91703593389234,5.34454794401132,4.89739389956328,4.70736924289823,5.03049746964641,5.05774350627209,6.51915830577289,7.40175575706674,6.77830361406132,6.64695478328849,6.88831462342812,6.67555508709491,7.60402917040591,7.15377701699014,6.8573369431667,7.52353748168726,7.30850985310988,7.25933099178921,6.22849847572709,6.32354779610065
"hth",6.59241772196019,6.59519820700847,6.67643882526289,5.85137656700365,5.87129063628231,6.24589545353752,6.36824756270519,5.84483071306074,7.02107029660723,3.77328586262907,3.77328586262907,5.31116555375912,3.77328586262907,5.86292372911845,4.84450347611156,4.95280083033065,3.77328586262907,5.31448561887013,6.88699070374815,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.52915650879808,5.7298777484875,5.05791195838971,6.65373200971397,7.0298857192574,6.59202428743336,6.37984875739809,6.80489457356407,6.62991450086353,7.40732453086503,6.9871139989038,6.77094731906269,6.28845289813082,6.4172144517715,6.33027067793071,6.85404368903519,7.20637905026262
"htk",7.51346957036461,7.59083107464755,7.61370754713271,7.52279879666905,8.53088349277211,8.45575522093212,8.18212754254909,8.03355778527053,8.27717161363088,8.91256373332707,8.27331984414032,8.73368968666513,8.38559647314616,7.98127347953169,7.68222708233261,6.99446640454631,9.04898291661629,10.1130245688764,8.03275536603301,10.882594844071,11.7570933443386,9.87685335202942,10.8473247401022,10.6211192142392,12.0304340377534,12.3927236970642,13.0832896630981,10.9613726664353,10.4431415866163,10.586359389874,9.60541820519818,8.28214177102526,8.33817915947047,8.49113639548045,8.6685354276022,10.4277130175881,9.6708216887122,11.3098288089872,9.47232315830843,10.0994298798395,9.7447649027482,8.67929751454202,10.8784797369574
"ind",3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.96728483351404,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.2462435626679,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,8.1960106800421,7.79077892312065,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,7.97307937732486,8.10949596202191,5.13931820700512,5.75935202751526,5.61222068550392,5.81678063742262,4.36733476435759,3.77328586262907
"jim",4.97479977638124,4.90551856303764,5.02152663338888,4.56392853756365,5.02028546293711,5.4679798982994,5.65093129438688,4.61182327115927,3.77328586262907,8.38575538408927,8.22330263003585,7.5659642062564,8.04937523438077,8.51294775295684,8.36824945087309,8.50821974573367,7.53559357638593,7.97724649359303,4.04644849244301,7.48835775928972,7.30946267071042,6.86971979232452,6.85662434339704,6.48147614669353,5.75701710698501,5.14193900989102,4.85267938240032,4.85786445995337,5.38212302609906,4.59959051389763,4.68478848210654,6.73393728361435,6.47959864754518,6.7288987438766,6.69924154451605,5.9812088269647,4.18594271479902,6.56410720309152,7.24045238399596,7.05338397044737,6.91928406339641,4.64350363422677,4.10654045407959
"Jra",12.146665755478,12.3822008684389,11.7842356550817,12.2746885811314,9.54167076647796,9.70781728536115,9.61312364747988,9.6254182590206,9.69091686577657,8.42171279280671,8.78881929126528,9.05490033017134,8.3111646316829,9.56265509925248,9.25545409274765,10.0539036958865,9.00931564554968,9.23379768618042,9.32652114516795,8.52230630088789,8.52281468938641,8.28335101051526,8.29918726766337,8.53521961849006,8.2232276891838,10.3310847038063,10.2491907441954,10.6418307014645,10.7057914476222,8.35441551365732,8.2824678659273,10.8161458767601,10.7910616748306,10.6860536651789,10.6471427705671,7.9206079902893,8.66788817869329,7.80347265353654,8.0161809487731,8.29070798048671,8.19429608732719,9.65367837588624,9.54300032650253
"Kah",8.34384186557581,8.27999178734377,8.31082163751275,8.09137629055301,7.94499800073522,7.93834093339737,7.88251760525299,8.05751973207046,8.99027206749768,8.02764522535204,8.00045629683237,7.97997358880007,7.89895786107798,8.00782909486207,7.90410676206348,8.23388643278588,6.95532304738621,7.6619168770896,8.96569708337471,7.07327581547535,6.18287136572047,8.52444538249844,7.8227186829781,7.01964879509603,7.00830901868395,8.60410513435209,7.96965646563321,8.2853193916039,8.09180609366637,7.57807193154005,7.61186525098196,9.95063134783427,9.96888931771941,9.9541156111202,9.8811170524753,7.5943011762111,7.8121640708566,7.71803431325766,7.910162138925,8.01551648439713,8.03519134600639,8.9037801552807,8.66944122437441
"kay",10.5745909007136,10.5297352471571,10.3436326931953,10.3389449226625,7.10927842917082,7.10082927716871,6.9590090928172,7.01028268670791,6.7620154404596,7.46888991314409,7.28560852358372,7.53252856649357,7.23599492491978,9.10403823482566,9.31388570509843,9.11465988333263,6.40053405098789,6.87875037168527,6.99846364860509,7.16169533575694,6.35783025211646,5.9527108198736,6.90340609572967,6.66609603728792,7.19187582156633,9.69654741321654,9.87037584281646,9.59444342232949,9.68052123896403,6.76390092059593,7.25138299590869,10.8084023615143,10.6231145369144,10.790503396351,10.7905588626674,7.40694973164977,7.01217039943655,6.81117391448167,7.13028266401879,7.02523430487624,7.16773716847408,6.66357273474,6.44898527384115
"Kdm2",5.61219261261109,5.3109487385596,5.15935373099395,4.69668382354497,5.70768493372465,5.70319599802795,5.99904128027995,5.94168829847706,5.12419062980463,3.77328586262907,3.77328586262907,5.44114929724925,5.48713540700468,5.82407132258322,3.77328586262907,6.09108765552623,5.21971900165812,5.44479450085565,5.04446155882628,3.77328586262907,4.52399131572835,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.15375249259093,5.09254927806041,5.79462102237366,6.15814973518979,5.81725910993822,5.81605067577117,5.68472917882903,5.77987488781289,6.81494845552098,6.19526820071402,6.24307545598675,6.82652294394266,6.65553816542576,6.77104184158545,5.25137369634597,5.01439138831638
"ken",5.30746401254808,5.28072654239186,5.60714287984723,3.77328586262907,4.74215476470414,5.0061178981142,5.04212151762456,4.34412094520629,5.22511002872371,9.12443078934878,7.34562221225078,5.44311234728486,8.8321331699683,9.61755750153175,9.6066789217751,8.87420674622403,3.77328586262907,3.77328586262907,5.18694539372246,3.77328586262907,5.52589174324654,3.77328586262907,3.77328586262907,3.77328586262907,5.32203822091322,3.77328586262907,4.99177025672284,4.86008585661018,3.77328586262907,6.18320012257515,7.69886111486435,7.31687096864711,7.22186818937742,7.16160000990164,6.76163108041451,7.58727766093047,7.34767403453377,5.94807162093635,6.32728066727452,6.30350918022169,6.23150987975174,5.27237232258183,4.15741933570589
"Kr",8.23852085108308,8.50617699704372,8.09973071269256,9.27522278157843,7.60316368850505,7.67478796352498,7.39024632533201,7.72817242777906,6.28130660626931,9.69637803232705,9.71077559524421,9.73546599295306,9.06004809293987,8.70336534043733,8.07680785996966,9.42375805018516,10.0199145885066,10.3026727315416,6.55485888400062,10.1549672016013,9.79533276201969,9.7488548265769,9.98920725263153,10.2818974522169,10.1849879735459,10.2272186256263,9.93164635641858,9.53518580910665,9.5366549893049,9.12323931711297,8.21037127465593,8.08892804862052,8.58685664528186,8.19242814194423,8.22425520022117,8.48864727705877,8.46379434375369,8.60125777942334,7.94298270774557,7.97183642807026,8.01121292545976,6.73838966472669,6.91805979673901
"lab",3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.94356400447326,3.77328586262907,3.77328586262907,3.77328586262907,5.88601929615571,5.7541660328617,3.77328586262907,3.77328586262907,4.85011140941438,3.77328586262907,3.77328586262907,4.80785862975689,4.54192451731831,7.8557557127053,8.07192981034122,8.03580522239182,8.0249318267098,4.5115561608795,4.50294750571844,4.39742793170113,5.18113305104885,4.86350268674919,4.85856842304976,3.77328586262907,4.12035536460502
"lbe",5.85588834634886,6.09392219580047,6.00789597599795,5.63442445288785,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.51010597952575,3.77328586262907,4.99932114155162,5.24137986635135,3.77328586262907,3.77328586262907,5.59642694328016,5.07553918590978,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.66514104495674,5.30304177200487,5.86876705730113,5.62254271667277,4.30410302123702,4.61628244141685,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.39929018729621,4.24321828610755,4.73522897842013,4.83889478870726,4.93578931275355,4.87765228205797,3.97030543077525,3.77328586262907
"lid",7.71237332555186,7.42952248126377,7.46381437690879,6.94383053932206,8.8134020211072,9.05303165589662,8.94011086621713,8.73053739161236,8.11329486140587,7.52769295659233,7.56271229899299,7.47674586174093,7.30974725161058,8.39028130757377,8.38951547982712,8.09953153642878,6.00493910426968,5.93767765784981,8.24976877463086,6.23403975501661,6.73761116834747,7.47204698950393,5.93345846888987,6.00672761522493,6.86392092901276,5.82013195301418,6.40716798131862,6.49511530104789,6.21619649838418,8.77305226411675,9.72227673301754,8.19508432986825,7.80437484127788,8.18311001583542,8.34343279260287,10.0718724573951,9.42975493107,9.27445131026393,9.73957349958038,9.59332394953652,9.46232272963381,8.20942040565332,8.24891502238383
"Lim1",5.85360085138883,5.67223601817311,5.64305631024652,5.37255287416264,3.77328586262907,4.0364026900922,3.77328586262907,3.77328586262907,3.96486788850338,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.51186074248331,3.77328586262907,3.77328586262907,3.77328586262907,4.67420160550236,4.03925137155354,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.20744985391691,4.51930964149183,5.07283051874032,4.72164872231954,4.29994093580186,4.510987251754,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.06376988312186,4.38804832650797,5.04252923545293,5.49220511902977,5.33987150793231,5.37020711519004,4.36010383136521,3.77328586262907
"Lim3",4.51890764476801,4.86280560269888,4.55457553142811,3.77328586262907,3.77328586262907,3.77328586262907,4.13005299544125,4.1368807517817,3.96556887143001,3.77328586262907,3.77328586262907,3.77328586262907,5.67081416491944,5.86345642965339,5.84692894920621,5.00929780955681,4.63364305237024,3.77328586262907,4.04594178565434,3.77328586262907,3.77328586262907,6.49401551880384,7.00324640552942,6.28187183028163,6.33696002229546,3.77328586262907,5.05732386356099,4.41251579604391,4.52568038159718,4.84847487673763,4.71307774299687,7.01274043962696,6.60042415243623,6.92177886540425,6.71954227026456,4.97987715164286,4.58941466846315,4.82602538530948,5.50694482295605,5.36383935738984,5.58554553241362,4.29339486555988,3.77328586262907
"lin-28",4.19580066055731,4.08671705620499,4.50466855246331,4.24054072183369,5.38041028435966,5.19180814172452,5.18884144891089,5.08067121707827,4.15126325377336,4.76494230524479,3.77328586262907,5.28662157932383,3.77328586262907,4.66606036476759,3.77328586262907,4.83510419175701,3.77328586262907,3.77328586262907,4.5419768989666,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.86876562645017,4.33589529272629,6.01595853411893,5.95616345922519,3.77328586262907,4.10395678398575,4.2386367088531,4.40354740328386,6.96502618572809,5.80790815479314,7.33861066400809,7.96295692115053,7.5454561099111,7.82441394627227,4.88223071863569,4.09503396554437
"Lip4",3.77328586262907,4.41368069534509,4.77203616144366,5.14040522306194,4.6830266618066,4.33713680311316,4.33252271980654,3.77328586262907,5.10188038962797,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.20383269400013,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.98548383036248,4.50565815336285,3.77328586262907,4.40946989443904,5.08435049119952,3.77328586262907,3.77328586262907,5.13959998161069,3.77328586262907,4.93134817259871,4.40236082397711,4.56317242822698,5.0936333924798,5.38962118038777,3.77328586262907,5.16009569858353,4.74059056792497
"lmd",4.51743459182853,4.09450222658286,4.22730589148149,4.51281251110055,4.25045434122678,4.39155233574225,4.47997399626627,4.13605430787561,4.15671398401421,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.29546783119889,3.77328586262907,3.77328586262907,4.97135537048831,4.64503201100615,4.40851051876108,6.28247112457411,5.65108793261067,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.99273694139431,3.77328586262907,4.30718430716836,5.71449473583452,5.43618273541773,3.77328586262907,4.07850489160489,3.77328586262907,4.0775275541197,6.37059398686976,4.35405306741546,6.73584555370575,7.23855778984484,7.0508977423416,7.0062684417897,5.04205401806508,4.20239137996422
"lms",4.17606325687694,4.22442510132574,3.77328586262907,4.55716397233987,4.11403142742741,4.34117171076395,4.13135317259894,4.34824640774193,4.40389607941623,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.50727218012198,3.77328586262907,3.77328586262907,6.61059652768058,4.558264850708,3.77328586262907,4.58127684386266,4.61939217999444,4.49482429885641,4.41505467370486,4.15379302991735,4.7437195024677,4.39733820437357,4.58199691044816,4.30469082458486,3.77328586262907,4.3004549745809,4.75243854755216,4.55020644537487,5.15669052552587,5.3822515291093,5.59280986976872,5.63176058779272,4.52710247589931,4.74959155188885
"lolal",7.97533058344897,8.16057813508604,8.05923775000957,7.86707085429855,8.50498961316082,8.58586091553256,8.43889449899943,8.26396467100241,8.59250205812534,6.77017024534439,6.13630176338594,6.72644169736952,7.01811642503289,7.78724197396367,7.88393432107727,7.23846742112361,7.46849080920369,6.76003575744758,8.788374955194,5.29728154651645,6.07499284467729,6.45868680051884,6.1712336286251,6.18333437615946,4.76384008746221,6.60682719461918,6.47577392522337,7.03585067429081,6.52123776222127,8.58640451850893,9.19406758307912,8.87205771881959,8.53385953163539,8.56475319039989,8.87895850732779,9.33660136631688,9.0637932632301,8.5701746268056,8.75226951630438,8.76345567272762,8.74148672532828,8.54671326003925,8.22538191679606
"luna",5.8092556133118,5.21699387083714,5.60838536977619,5.3246482163617,6.53728808634655,6.56963846121433,6.4832759006797,6.26557739507991,4.39967489265895,6.19638770860775,5.56618688911322,3.77328586262907,4.52553890272089,5.49900727626117,5.39000889998619,5.49411687390674,3.77328586262907,3.77328586262907,4.57788861044421,3.77328586262907,5.00329657363244,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.46698243515004,3.77328586262907,5.20888618297469,4.96768574029503,5.35417795648119,4.76549234301875,6.53858320344134,6.4968620155866,5.94975193660709,5.97038994663894,5.14564130494027,4.81493688811357,5.22671108843749,5.65015922433914,5.11333488087046,5.64189562181647,4.61498433831289,4.49186700046303
